question,label,answer,,,,,
讨论一下，美洲的印第安人培植出来的作物对人类的作用。,意义,丰富了人类的粮食作物种类；给人以美味的饮料享受；烟草有一定药用价值，更重要的是容易使人上瘾，严重影响人类的身心健康。,,,,,
梯也尔所说的“别的东西”指的是什么“最可怕的革命”来自哪里为什么会使其如此惊慌呢由此可见梯也尔主张共和国的根本原因是什么,原因,恢复帝制；人民的革命斗争；因为当时的法国刚刚经历了巴黎公社革命；害怕国内人民的斗争。,,,,,
天才，不过是百分之一的灵感加上百分之九十九的汗水。你对这句话是怎么看的,内容,爱迪生发明电灯的艰辛历程正是这句话得到真实写照。它告诉我们，要想取得成就必须依靠勤奋的努力。,,,,,
田庄手工业,内容,②中国古代从事手工业生产的专业人户，称作匠户。他们在官营手工业作坊中定期服,,,,,
铁犁牛耕方式推广影响,意义,提高农产品亩产量，是农业动力的革命，使农业生产力得到飞跃性提高。促进一家一户的小农个体经济和精耕细作农业技术的产生、发展。,,,,,
通过分析太平天国、辛亥革命和新民主主义革命，比较农民阶级、资产阶级和无产阶级在革命中的不同特点。,内容,指导思想：农民阶级以传统的平均、平等思想为指导；资产阶级以西方传来的资产阶级民主思想为指导，无产阶级则以马克思主义为指导。革命纲领：农民阶级的革命纲领虽然反封建，但是具有落后性和空想性。资产阶级的革命纲领虽然有一定的革命性和先进性，但是反帝不明确，反封建不彻底。无产阶级则在全国人民面前第一次提出了彻底的反帝反封建的民主革命纲领。革命策略：农民阶级孤军奋战。资产阶级缺乏群众基础。无产阶级则以工农联盟为基础，广泛结成统一战线。革命前途：农民阶级建立的政权无法摆脱时代的局限，逐步走向封建化。资产阶级的目标是建立三权分立的资产阶级共和国。无产阶级的最终目标是建立社会主义社会。,,,,,
通过上述材料，你知道为什么《人间喜剧》被称为“社会百科全书”吗,内容,《人间喜剧》由法国社会一个又一个悲剧组成，具有丰富的社会内涵。里面的人物和故事情节都真实地再现了当时社会的现实。,,,,,
通过阅读这些文献，你能回答马丁?路德对教皇有怎样的看法吗,主张,路德在论纲中，并没有公开反对教皇，而是提出教皇并没有免除任何人罪恶的权力，因为免罪权属于上帝。论纲的意义也在于对天主教关于只有通过教会和教皇才能赎罪的说教予以公开的否定。,,,,,
通过阅读这些文献，请你谈谈马丁?路德对赎罪券的态度。,内容,赎罪券并非救赎的凭借，只不过是天主教会掠夺钱财的一种手段而已。,,,,,
通讯,内容,1877丁日昌在台湾架设电报线，成为中国自办有线电报的开端；1906创设无线电报；1932年底开设了国际无线电报业务；1882电话传入中国,,,,,
同盟会的成立,内容,1905年，孙中山同黄兴、宋教仁等在日本东京组建了中国同盟会。在《中国同盟会总章》中，孙中山提出同盟会纲领驱除鞑虏，恢复中华，创立民国，平均地权。不久，他又在《民报·发刊词》上，将这个纲领进一步阐发为以建立资产阶级民主共和国为目标的民族民权民生三大主义，作为革命的指导思想。,,,,,
同学们调查一下本社区的垃圾是如何处理的或者总结一下农村在城市化进程中的环境问题有哪些,内容,本题要结合学生所在地区的实际来讨论，可以组织学生进行社会调查或开展拓展性学习，写作小论文。城市：垃圾分类；回收利用；掩埋；焚烧等等。农村：城市化破坏生态和自然地形地貌；水污染；噪声和大气污染；人文环境改变等。,,,,,
土地革命经过,内容,"①1927年发动南昌起义，打响第一枪召开八七会议,确定开展土地革命和武装反抗国民党反动派总方针，毛泽东发动湘赣边界秋收起义，毛泽东领导建立井冈山革命根据地②1930年-1934中央革命根据地红军进行了五次反围剿③1931年11月中华苏维埃共和国在江西瑞金成立④1934-1936年红军长征（战略转移）",,,,,
土地兼并问题,原因,①官僚地主依靠特权，把公田据为己有②贵族、官僚及豪强霸占良田，役使贫民③农民因天灾人祸被迫卖地逃亡④国家不抑兼并的政策⑤（根本原因）土地私有制的发展，土地可以买卖,,,,,
土地兼并问题解决方案,内容,①开明政治家改革田制，缓和兼并②民众暴动提出均田口号,,,,,
土地兼并问题危害,意义,①地权和劳动者分离，导致农耕生产秩序的严重破坏②使无数小农破产，社会动荡不安③使国家赋税减少和劳役征发困难，国力削弱④社会资金流向土地和农民的贫困又阻碍了工商业的发展和资本主义萌芽的成长,,,,,
推进新型区域合作,内容,"1993年11月，中国国家主席江泽民在美国西雅图出席亚太经济合作组织领导人非正式会议。
从上海五国机制到多边合作组织——上海合作组织的建立，是这一时期中国外交工作的突出成就之一。
1996年4月，中国、俄罗斯、哈萨克斯坦、吉尔吉斯斯坦、塔吉克斯坦五国元首在上海会晤，共同签署了在边境地区加强军事领域相互信任的协定，并确立了五国元首定期会晤的上海五国机制。在中国的积极推动下，2001年6月，上海五国机制""发展成为区域性多边合作组织——上海合作组织，中国、俄罗斯、哈萨克斯坦、吉尔吉斯斯坦、塔吉克斯坦、乌兹别克斯坦六国元首签署《上海合作组织成立宣言》。",,,,,
外国资本主义的侵略表现,内容,A限制中国及其进口B利用攫取的各种特权倾销商品、掠夺原料和输出资本（如抗战胜利后美货大量涌入，几乎独占中国市场）C侵华战争直接摧残,,,,,
外交成就,内容,"①全面参加联合国的各项事务②2000.9倡导召开了联合国五个常任理事国首脑的历史性首次会晤
③积极参加亚太经合组织的各项活动④倡导和推动建立上海合作组织
",,,,,
外交政策的调整,内容,强调反对霸权主义，维护世界和平；独立自主的和平外交方针，在此基础上同一切国家发展正常的关系。实行不结盟政策；开展多边外交，进行广泛的国际交流与合作,,,,,
外交政策的调整,内容,在对战争与和平做出新的科学判断的基础上，邓小平于1985年3月提出了和平与发展是当代世界两大主题的重要论断。他说现在世界上真正大的问题，带全球性的战略问题，一个是和平问题，一个是经济问题或者说发展问题。和平问题是东西问题，发展问题是南北问题。邓小平强调，要坚持反对霸权主义，维护世界和平，为中国的社会主义现代化建设争取一个较长时期的和平的国际环境和良好的周边环境。中国对外关系方针的调整是国内工作重点转移的要求和反映。中共十一届三中全会以后，对外开放、进行社会主义现代化建设成为全国关注的重点，这就需要一个和平的国际环境。实行对外开放，坚持和平共处五项原则，成为改革开放以后中国同世界上一切国家建立和发展外交关系的出发点,,,,,
万里长征有哪些意义,意义,红军长征为中国革命锻炼和保存了一大批骨干，为革命留下宝贵的精神遗产。,,,,,
万隆会议,原因,帝国主义国家对会议的干扰破坏，以及与会国之间因社会制度和意识形态不同产生的的矛盾分歧,,,,,
万隆会议,内容,是第一次没有西方殖民主义国家参加的会议,,,,,
万隆会议贡献,意义,周恩来代表中国提出求同存异的方针，（同是指都曾遭受过殖民主义的压迫；异是指思想意识和社会制度不同）,,,,,
万隆精神的内涵是什么,内容,亚非人民团结一致，反对殖民主义，保卫世界和平，增进各国人民间友好合作的精神,,,,,
万隆精神内涵,内容,亚非人民团结一致，反对殖民主义，保卫世界和平，增进各国人民间友好合作的精神,,,,,
万民法,内容,①适用于罗马境内各族人民②简洁灵活、实用有效③注重调解贸易及财产等经济和民事纠纷,,,,,
万民法,内容,简洁灵活、实用有效,,,,,
万民法,意义,理顺复杂利益关系，促进社会稳定和帝国境内各族共同发展,,,,,
万民法,内容,注重调解贸易以及财产等经济和民事纠纷。,,,,,
万民法产生的历史背景是什么与公民法相比，它有哪些突破,内容,历史背景：从公元前146年布匿战争的结束到公元前30年前后的这段时期，是罗马历史上极为重要的社会转型期。由于受到对外征服的一系列影响，罗马的共和体制逐渐瓦解，帝制确立已是大势所趋。在这一时期，各种社会矛盾突显。要稳定整个帝国的统治，需要部分承认被征服地区的其他民族的利益，给那些没有罗马公民权的外邦人以必要的司法保护。而原有的公民法已不适应新形势的要求，在罗马司法实践中逐渐产生了万民法体系。突破：在适用范围上，打破罗马公民与非罗马公民的差别，对帝国境内的各民族居民一视同仁；在灵活性上，突破原有公民法过于程式化的限制，变得简洁、实用；在法律条文的某些具体内容上，万民法注重调节涉及个人关系和财产关系的私法方面，这样就突破了原有公民法只注重国家行政和诉讼程序等公法范畴的法律适用局限。,,,,,
